Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
61896,12000000,"japanese,thai",Jaspur,Near Party Hub,20-07-2010,67.1,Not Specific,70.4,1,1,0,1,1,2,Bar,Greek,2,0,5,4,4,5,10,7,3,2,NA,NA,10,8,5,1,7
61897,35000000,"tibetan,greek",Navi Mumbai,Near Party Hub,17-07-2011,89.6,Not Specific,95.2,1,1,0,1,0,2,Bar,Arabian,3,0,2,4,5,6,9,10,4,NA,NA,NA,8,6,1,2,2
61898,17500000,"irish,belgian",Hyderabad,Near Party Hub,30-01-2010,87,Not Specific,79.9,1,1,1,1,1,2,Bar,Nature,2,0,3,3,4,2,8,7,NA,NA,NA,3,10,4,5,6,7
61899,10000000,"turkish,nigerian",mohali,Near Party Hub,17-11-2010,82,Tier A Celebrity,59,1,1,1,1,1,2,Bar,Greek,2,0,2,5,5,3,10,10,NA,3,NA,NA,5,7,6,2,6
61900,82000000,"tibetan,greek",Bangalore,Near Party Hub,04-12-2007,71,Not Specific,60,1,1,1,1,1,2,Caffee,Arabian,4,0,4,5,5,7,5,8,5,NA,3,NA,9,7,7,2,6
61901,60000000,"algerian,algerian",Pune,Near Party Hub,04-06-2006,87.73,Not Specific,76,1,1,1,1,0,2,Bar,Arabian,4,0,2,5,5,6,8,9,5,NA,NA,NA,2,9,2,3,8
61902,7000000,"tibetan,greek",Lucknow,Near Business Hub,23-07-2010,80.83,Not Specific,81.6,1,1,1,1,1,2,Bar,90's,3,0,3,3,4,4,5,8,4,4,NA,NA,6,7,3,5,4
61903,36000000,"turkish,nigerian",Bangalore,Near Party Hub,29-07-2010,90.4,Tier A Celebrity,83.6,0,1,1,0,1,2,Bar,Chinese,3,0,5,6,5,6,9,9,6,NA,NA,NA,7,7,5,0,6
61904,20000000,"peruvian,cuban",Gurgaon ,Near Party Hub,23-01-2010,79,Tier A Celebrity,71.3,1,1,0,1,1,2,Bar,Greek,2,0,6,5,5,4,10,8,NA,NA,NA,NA,9,9,5,0,7
61905,10000000,"algerian,belgian",Burdwan,Near Party Hub,27-06-2008,77.12,Not Specific,56.9,1,1,1,1,1,2,Gastro Bar,Arabian,3,0,3,3,5,4,9,9,NA,NA,5,NA,8,6,4,1,4
61906,40000000,"tibetan,greek",Pune,Near Party Hub,07-05-2010,83,Tier A Celebrity,78.8,1,1,1,1,1,1,Bar,Arabian,3,1,6,5,5,4,5,9,5,NA,NA,NA,3,5,5,3,6
61907,17000000,"polish,jewish",Hyderabad,Near Party Hub,14-05-2010,63,Not Specific,60,1,1,0,1,0,2,Bar,Arabian,2,1,3,3,2,2,10,7,3,NA,3,NA,8,6,4,0,4
61908,30000000,"welsh,thai",New Delhi,Near Party Hub,16-04-2007,74,Tier A Celebrity,63,1,1,1,0,0,2,Bar,Arabian,2,0,10,5,4,4,10,9,4,NA,5,NA,6,6,2,3,6
61909,33500000,"polish,jewish",Pune,Near Party Hub,10-05-2010,86.15,Not Specific,83,1,1,1,1,1,2,Bar,Arabian,2,1,5,5,5,5,10,9,6,NA,4,NA,5,9,2,2,6
61910,36500000,"tibetan,greek",Bangalore,Near Business Hub,15-09-2010,89,Tier A Celebrity,88.8,1,1,1,1,1,2,Bar,Arabian,3,0,7,4,6,6,8,9,5,NA,NA,NA,7,9,5,1,7
61911,43500000,"peruvian,cuban",Mysore,Near Party Hub,22-10-2007,69,Not Specific,60.66,1,1,1,0,1,1,Caffee,Arabian,3,0,7,6,5,6,9,10,4,NA,NA,NA,7,8,6,5,8
61912,8000000,"welsh,thai",Bhubaneswar ,Near Business Hub,28-12-2010,75,Tier A Celebrity,73,1,1,1,0,1,2,Bar,Greek,2,0,4,3,4,2,10,NA,NA,NA,NA,NA,9,6,2,3,8
61913,31000000,"tibetan,greek",Greater Noida,Near Party Hub,13-06-2009,81,Tier A Celebrity,79,1,1,0,0,1,2,Bar,Arabian,3,0,1,5,3,5,10,10,4,NA,NA,NA,2,8,4,2,7
61914,18000000,"british,japanese",New Delhi,Near Party Hub,01-10-2010,73.6,Not Specific,66.6,1,1,1,0,1,2,Bar,90's,3,0,5,3,4,5,10,8,4,NA,3,NA,7,9,7,4,7
61915,18000000,"tibetan,greek",Pune,Near Party Hub,19-03-2009,64.53,Not Specific,75,1,1,1,1,1,2,Caffee,Arabian,3,0,1,4,5,3,7,9,4,NA,4,NA,9,9,3,0,9
61916,30000000,"tibetan,greek",Bangalore,Near Party Hub,31-10-2010,73,Tier A Celebrity,65,1,1,1,1,1,2,Bar,Arabian,3,1,4,4,4,3,8,6,4,NA,2,NA,7,8,6,5,9
61917,30000000,"indian,irish",Bangalore,Near Business Hub,07-01-2010,85.6,Tier A Celebrity,65.8,1,1,1,1,1,2,Bar,Arabian,3,0,1,6,4,6,9,10,4,NA,NA,NA,5,8,3,6,8
61918,18000000,"welsh,thai",New Delhi,Near Party Hub,15-09-2011,80,Tier A Celebrity,66.66,0,1,1,1,1,2,Bar,Arabian,2,0,1,5,4,3,6,7,5,NA,3,NA,6,7,1,3,7
61919,14500000,"chinese,salvadorian",Shimla,Near Party Hub,15-03-2009,80,Tier A Celebrity,72,1,1,0,0,0,2,Bar,Greek,2,0,9,5,5,5,9,7,2,3,NA,NA,4,4,5,3,6
61920,45000000,"japanese,thai",Bangalore,Near Business Hub,04-10-2011,89,Tier A Celebrity,82,1,1,1,0,0,1,Bar,Savory,3,0,6,6,6,7,9,9,5,NA,4,NA,8,9,5,0,6
61921,31500000,"tibetan,greek",Pune,Near Party Hub,10-01-2013,,Not Specific,85.57,1,1,0,1,1,2,Bar,Arabian,2,1,7,5,6,7,5,9,6,NA,4,NA,5,8,1,0,9
61922,8000000,"turkish,sapnish",ahmedabad,Near Party Hub,22-05-2011,82.62,Not Specific,76.2,1,1,1,0,0,2,Bar,90's,2,0,6,6,5,5,7,9,4,NA,5,NA,8,7,6,2,8
61923,31000000,"british,japanese",Bangalore,Near Party Hub,28-05-2009,71.5,Not Specific,80.5,0,1,1,0,0,2,Caffee,Arabian,3,0,7,4,5,6,6,10,6,NA,4,NA,9,9,8,1,8
61924,9000000,"turkish,nigerian",Bangalore,Near Business Hub,17-10-2010,88,Not Specific,69.83,1,1,1,1,1,2,Bar,Greek,2,0,4,5,4,4,6,NA,NA,NA,3,NA,6,6,1,2,3
61925,57500000,"indian,irish",Noida,Near Party Hub,11-08-2010,85.4,Tier A Celebrity,76,0,1,1,1,1,2,Bar,Greek,3,0,3,3,4,4,6,8,3,3,NA,NA,7,8,4,6,8
61926,40000000,"indian,irish",Bangalore,Near Party Hub,26-12-2011,89,Tier A Celebrity,83.5,1,1,1,1,1,2,Bar,Nature,3,1,7,7,4,5,5,8,NA,NA,NA,4,6,6,6,0,4
61927,31000000,"tibetan,greek",Gurgaon,Near Party Hub,19-06-2007,70.6,Tier A Celebrity,79.6,1,1,1,1,1,1,Bar,Arabian,3,1,3,4,4,5,9,8,4,NA,NA,NA,9,9,7,3,10
61928,18000000,"tibetan,greek",hyderabad,Near Party Hub,15-10-2005,68,Not Specific,62.8,0,1,0,1,1,2,Bar,Arabian,3,0,6,4,4,4,9,7,3,NA,NA,NA,9,5,7,3,8
61929,50000000,"peruvian,cuban",Bangalore,Near Business Hub,12-11-2008,80,Not Specific,73,1,1,1,1,1,2,Bar,90's,3,0,2,4,5,5,8,10,4,NA,NA,NA,9,8,7,1,8
61930,45000000,"polish,jewish",-1,Near Party Hub,15-09-2011,84,Tier A Celebrity,78.8,0,1,1,1,1,1,Bar,Arabian,2,0,5,7,6,5,6,9,6,NA,6,NA,8,8,7,2,9
61931,12000000,"british,japanese",Bhubaneswar,Near Party Hub,15-06-2009,82,Not Specific,57,1,1,1,1,1,2,Bar,Greek,3,0,4,4,6,4,6,10,NA,2,NA,NA,8,7,5,2,10
61932,36000000,"indian,irish",Hyderabad,Near Business Hub,17-07-2009,77.2,Not Specific,80.3,1,1,1,1,1,2,Bar,90's,2,1,5,4,3,3,7,6,2,NA,NA,NA,5,6,4,3,5
61933,56500000,"british,japanese",Bangalore,Near Party Hub,21-09-2007,75,Tier A Celebrity,68,1,1,1,0,1,2,Bar,90's,3,0,2,6,4,5,6,8,4,3,NA,NA,8,9,5,2,7
61934,32500000,"tibetan,italian",Bangalore,Near Party Hub,21-12-2010,70,Tier A Celebrity,84,1,1,1,0,1,2,Bar,Arabian,3,0,7,6,4,5,6,7,4,NA,3,NA,8,8,5,2,9
61935,6000000,"british,japanese",Nagpur,Near Party Hub,15-10-2008,53.06,Not Specific,60.33,1,1,1,1,1,2,Bar,Greek,3,0,3,4,5,4,9,7,3,2,NA,NA,3,2,2,4,6
61936,30000000,"chinese,salvadorian",Gajiabaad,Near Party Hub,25-08-2010,65,Tier A Celebrity,53,0,1,0,1,1,2,Bar,Petit,2,0,5,2,4,6,5,8,1,NA,NA,3,2,0,2,3,1
61937,32500000,"tibetan,italian",-1,Near Party Hub,10-09-2010,93.4,Tier A Celebrity,89.4,0,1,1,1,0,2,Bar,Greek,3,0,7,6,6,7,5,8,5,NA,NA,NA,3,8,4,4,6
61938,12000000,"chinese,salvadorian",Pune,Near Party Hub,13-10-2008,75.86,Not Specific,70.08,1,1,1,1,1,2,Bar,Nature,1,1,3,3,3,3,7,6,NA,NA,NA,2,5,7,1,2,4
61939,20000000,"indian,irish",Gurgaon,Near Business Hub,24-09-2009,78,Not Specific,71,1,1,1,0,1,2,Caffee,Arabian,4,0,10,4,4,4,10,10,4,NA,4,NA,3,0,1,3,0
61940,40000000,"tibetan,italian",Bangalore,Near Business Hub,01-05-2010,91.84,Not Specific,86.5,1,1,1,1,1,2,Bar,Arabian,3,1,5,6,6,5,7,9,5,NA,NA,NA,6,4,0,5,4
61941,35000000,"british,japanese",Pune,Near Party Hub,18-04-2012,79,Not Specific,76,1,1,1,1,0,2,Bar,90's,2,1,9,4,5,4,5,10,4,NA,4,NA,8,7,4,4,4
61942,61000000,"british,japanese",New Delhi,Near Party Hub,02-06-2011,78.2,Tier A Celebrity,82,0,1,0,1,0,1,Bar,Greek,2,0,3,7,5,5,7,10,4,3,NA,NA,3,4,1,6,3
61943,32500000,"swedish,greek",Mysore,Near Party Hub,27-05-2012,82.5,Not Specific,93.5,0,1,0,1,1,2,Bar,Greek,3,0,5,5,5,5,6,9,4,4,NA,NA,8,7,5,2,7
61944,32500000,"tibetan,greek",Bangalore,Near Party Hub,09-03-2009,76.4,Not Specific,68.8,1,1,1,0,0,2,Bar,Greek,4,1,2,6,6,6,10,NA,5,NA,NA,NA,7,6,2,2,7
61945,15000000,"turkish,sapnish",Jammu,Near Business Hub,20-08-2011,64.8,Tier A Celebrity,75.2,1,1,1,0,0,2,Bar,Greek,2,0,7,4,4,3,9,6,NA,2,NA,NA,8,8,6,5,7
61946,22000000,"tibetan,italian",Chennai,Near Party Hub,02-09-2011,74,Not Specific,62,1,1,1,1,0,2,Bar,Arabian,2,0,8,5,5,5,9,NA,NA,NA,NA,NA,6,3,8,4,6
61947,20000000,"algerian,belgian",Gurgaon,Near Party Hub,23-09-2011,72,Tier A Celebrity,73,1,1,1,1,1,2,Bar,Arabian,2,0,7,5,5,4,9,8,3,NA,3,NA,6,5,1,3,3
61948,24000000,"chinese,salvadorian",Greater Noida,Near Party Hub,12-01-2013,81.33,Tier A Celebrity,77.2,1,1,1,1,1,2,Bar,Nature,2,0,8,4,5,6,10,8,NA,NA,NA,4,2,6,4,5,5
61949,32500000,"tibetan,greek",Pune,Near Business Hub,14-07-2008,83,Not Specific,65,1,1,1,1,1,2,Bar,Greek,3,0,6,3,4,5,6,8,3,NA,NA,NA,7,8,3,5,6
61950,32000000,"tibetan,greek",bangalore,Near Party Hub,19-10-2011,75,Not Specific,71.6,1,1,0,1,1,2,Bar,Arabian,2,0,10,2,4,3,8,10,4,NA,4,NA,9,7,6,0,9
61951,35500000,"peruvian,cuban",Bangalore,Near Party Hub,04-01-2010,62,Tier A Celebrity,63,1,1,0,0,1,2,Bar,Delicio,2,1,4,4,3,4,10,6,4,NA,2,NA,6,6,5,4,4
61952,30000000,"tibetan,greek",Chennai,Near Business Hub,21-10-2009,74.62,Not Specific,70,1,1,1,1,0,2,Bar,Arabian,3,1,7,5,4,3,6,7,3,NA,NA,NA,8,8,7,3,8
61953,18000000,"turkish,sapnish",Jaipur,Near Business Hub,25-07-2010,87,Not Specific,67.23,0,1,1,0,0,2,Bar,Arabian,3,1,6,2,3,3,10,6,NA,NA,NA,NA,7,8,5,8,5
61954,9500000,"tibetan,italian",-1,Near Party Hub,19-03-2006,76.66,Not Specific,64.33,1,1,1,0,1,2,Bar,Nature,3,0,7,6,5,4,10,7,NA,NA,NA,3,5,8,5,2,5
61955,9500000,"welsh,thai",-1,Near Party Hub,24-08-2009,81,Not Specific,71,1,1,0,0,0,2,Bar,Arabian,3,0,5,5,5,5,10,10,4,NA,NA,NA,6,8,7,1,6
61956,14500000,"tibetan,italian",-1,Near Party Hub,18-06-2008,45.33,Not Specific,47.6,0,0,0,1,1,2,Caffee,Arabian,1,0,9,4,5,2,6,7,3,NA,NA,NA,3,6,3,5,4
61957,10000000,"chinese,salvadorian",Pune,Near Party Hub,04-11-2010,69.69,Not Specific,68,1,1,0,0,1,2,Bar,Nature,2,0,2,4,5,4,7,8,NA,NA,NA,3,2,5,4,4,1
61958,4500000,"british,belgian",Trichy,Near Party Hub,09-11-2009,81.6,Not Specific,73.25,1,1,1,1,1,2,Bar,Greek,3,0,7,4,6,4,5,10,NA,4,NA,NA,9,8,5,6,7
61959,40000000,"tibetan,greek",Noida,Near Party Hub,08-01-2010,69,Tier A Celebrity,66,1,1,1,1,1,2,Bar,Greek,2,0,5,5,5,5,6,9,NA,4,NA,NA,5,5,4,1,5
61960,34000000,"welsh,thai",Noida,Near Party Hub,09-02-2007,53,Not Specific,61,1,1,1,1,1,2,Caffee,Arabian,2,0,3,3,3,5,10,7,3,NA,NA,NA,8,5,7,4,7
61961,50500000,"turkish,nigerian",Pune,Near Party Hub,25-02-2009,75.33,Not Specific,74.67,1,1,1,0,1,2,Bar,Arabian,3,0,4,3,4,5,7,10,4,NA,NA,NA,2,8,2,4,5
61962,10500000,"indian,irish",Ghaziabad,Near Party Hub,08-12-2007,74.28,Not Specific,63,1,0,1,1,1,2,Caffee,Arabian,3,0,6,3,5,5,8,9,5,NA,NA,NA,7,6,4,4,8
61963,30000000,"japanese,thai",Pune,Near Party Hub,27-09-2011,90.2,Tier A Celebrity,79.4,1,1,1,0,1,2,Bar,Greek,2,0,7,5,4,4,6,NA,NA,NA,NA,NA,6,7,6,4,5
61964,21000000,"chinese,salvadorian",Shahdol,Near Party Hub,03-08-2006,74.6,Tier A Celebrity,63.6,1,1,1,1,1,2,Bar,Greek,2,1,8,5,4,5,10,10,3,3,NA,NA,8,7,2,6,5
61965,32000000,"peruvian,cuban",Ahmedabad,Near Party Hub,28-04-2011,82.6,Tier A Celebrity,86.6,1,1,1,1,0,2,Bar,English,3,1,5,4,4,3,7,8,4,3,NA,NA,5,8,4,6,5
61966,33000000,"turkish,nigerian",Pune ,Near Business Hub,14-05-2009,74.88,Not Specific,69.88,1,0,1,1,1,2,Caffee,Arabian,3,0,4,3,4,3,6,8,4,NA,NA,NA,2,6,4,6,5
61967,18000000,"chinese,salvadorian",New Delhi,Near Party Hub,26-09-2010,70.2,Tier A Celebrity,73.2,1,1,1,0,0,2,Bar,Greek,3,1,1,3,3,2,7,8,2,NA,NA,NA,7,6,7,3,6
61968,30000000,"british,japanese",Pune,Near Business Hub,08-08-2011,81.6,Tier A Celebrity,81,1,1,1,1,1,2,Bar,Arabian,3,0,3,4,5,5,10,10,4,NA,4,NA,5,8,5,7,7
61969,32500000,"algerian,belgian",Bangalore,Near Party Hub,02-02-2012,91,Tier A Celebrity,87.8,1,1,1,1,1,2,Bar,90's,4,0,6,4,4,7,5,10,4,NA,NA,NA,9,8,8,4,10
61970,10000000,"irish,belgian",Pune,Near Business Hub,01-06-2011,84,Tier A Celebrity,87.83,1,1,1,1,1,2,Bar,90's,3,1,1,5,5,4,5,10,4,NA,NA,NA,9,8,5,1,6
61971,24500000,"british,japanese",Bangalore,Near Business Hub,02-05-2011,83,Not Specific,87,0,1,1,1,1,2,Bar,Arabian,3,1,6,6,5,2,7,9,5,NA,5,NA,9,9,5,1,8
61972,20000000,"welsh,thai",Chennai,Near Party Hub,23-05-2011,,Not Specific,75.5,1,1,1,0,1,2,Bar,90's,2,0,10,3,3,2,10,8,3,NA,3,NA,5,3,5,6,2
61973,60500000,"tibetan,greek",Bangalore,Near Party Hub,31-03-2007,58,Tier A Celebrity,69,0,1,1,1,1,2,Bar,90's,3,0,6,5,5,5,6,10,4,NA,NA,NA,1,8,4,4,4
61974,55500000,"polish,jewish",-1,Near Party Hub,10-01-2008,74.53,Not Specific,84.53,1,1,1,1,1,2,Bar,Arabian,2,1,10,7,5,6,7,9,5,NA,NA,NA,2,8,5,1,6
61975,60000000,"tibetan,greek",Hyderabad,Near Party Hub,27-06-2012,87.3,Not Specific,89.9,0,1,1,1,1,2,Bar,Arabian,2,1,9,5,5,7,7,10,6,NA,4,NA,7,8,5,0,6
61976,20000000,"tibetan,greek",Noida,Near Party Hub,10-02-2010,60,Not Specific,62,1,1,0,1,1,2,Bar,90's,3,0,1,3,4,4,10,10,4,NA,NA,NA,5,7,4,0,6
61977,10500000,"welsh,thai",Bangalore,Near Party Hub,16-11-2008,46.24,Not Specific,52.5,1,1,0,1,0,2,Caffee,Arabian,3,1,4,3,3,2,9,NA,NA,NA,NA,NA,8,7,6,6,7
61978,20500000,"peruvian,cuban",Chennai,Near Party Hub,25-03-2012,60.2,Not Specific,65,0,1,1,1,1,2,Bar,90's,3,0,10,3,3,3,10,7,3,NA,3,NA,6,9,6,4,9
61979,17000000,"chinese,salvadorian",New Delhi,Near Party Hub,21-06-2007,81.8,Tier A Celebrity,71.8,0,1,0,1,1,2,Bar,Greek,2,0,6,4,5,6,9,9,NA,4,NA,NA,3,6,3,4,6
61980,18000000,"tibetan,italian",Pune,Near Party Hub,06-03-2010,80.15,Not Specific,79.83,1,1,1,1,1,2,Bar,Arabian,1,1,9,4,6,4,7,9,5,NA,NA,NA,7,6,4,5,4
61981,36000000,"hawaiian,latvian",New Delhi,Near Party Hub,27-10-2007,72,Tier A Celebrity,59.4,0,1,1,1,1,2,Bar,Greek,3,0,2,4,5,5,6,6,NA,2,NA,NA,4,5,5,3,8
61982,32000000,"indian,irish",Chennai,Near Party Hub,30-10-2010,75.6,Not Specific,74.6,1,1,1,1,1,2,Bar,Greek,3,0,6,4,6,7,5,9,5,4,NA,NA,6,6,2,7,6
61983,250000000,"british,japanese",-1,Near Party Hub,17-09-2003,65,Tier A Celebrity,63,1,1,1,1,1,2,Bar,Greek,2,0,10,5,4,6,10,NA,3,NA,NA,NA,8,8,5,3,4
61984,37000000,"tibetan,greek",Mumbai,Near Party Hub,15-04-2005,81,Tier A Celebrity,77,1,1,1,1,1,1,Bar,Parsi,3,0,1,6,7,7,8,9,5,5,NA,NA,6,8,7,0,8
61985,20000000,"welsh,thai",Hyderabad,Near Party Hub,07-04-2010,90.6,Not Specific,79.3,1,1,0,1,1,2,Bar,Arabian,2,1,2,4,3,4,5,10,5,NA,4,NA,9,9,7,1,9
61986,30000000,"algerian,algerian",New Delhi,Near Party Hub,20-09-2010,77,Tier A Celebrity,67,1,1,1,0,1,2,Bar,Arabian,1,0,1,5,4,3,7,8,4,NA,NA,NA,3,8,4,4,5
61987,44000000,"tibetan,greek",Gurgaon,Near Business Hub,10-10-2008,74.4,Not Specific,69.7,1,1,0,1,1,2,Bar,Greek,3,0,3,4,4,4,8,9,NA,4,NA,NA,8,7,3,3,8
61988,6500000,"british,japanese",Muvattupuzha,Near Party Hub,28-02-2011,74,Tier A Celebrity,84,0,1,1,1,0,2,Bar,Greek,2,0,5,6,5,4,9,7,4,2,NA,NA,4,8,3,3,6
61989,18000000,"british,japanese",Noida,Near Party Hub,27-08-2010,80.6,Tier A Celebrity,74.6,0,1,1,0,1,2,Bar,Arabian,1,0,9,4,4,4,9,7,4,NA,3,NA,7,7,6,7,5
61990,18000000,"swedish,greek",Gurgaon,Near Party Hub,01-02-2008,67,Tier A Celebrity,65,0,1,1,1,1,2,Bar,90's,2,1,7,5,4,4,7,10,4,NA,NA,NA,6,5,4,4,7
61991,32000000,"algerian,belgian",Chennai,Near Party Hub,02-03-2010,75,Tier A Celebrity,67.75,1,1,1,1,1,2,Bar,Arabian,3,0,6,4,2,3,7,9,2,NA,5,NA,5,6,6,3,8
61992,19500000,"tibetan,greek",Mumbai,Near Business Hub,28-03-2010,82,Tier A Celebrity,65.6,1,1,1,1,0,2,Bar,90's,1,0,9,4,4,4,5,10,4,NA,NA,NA,3,8,7,6,6
61993,30000000,"indian,irish",Hyderabad,Near Party Hub,15-10-2010,89,Not Specific,92.5,1,1,1,0,1,2,Bar,Arabian,4,0,7,4,5,6,7,10,4,NA,NA,NA,8,9,6,2,6
61994,24000000,"welsh,thai",-1,Near Party Hub,13-08-2010,81.8,Tier A Celebrity,75,0,1,1,1,1,2,Bar,Arabian,2,0,6,5,3,5,7,9,6,NA,NA,NA,4,5,1,6,5
61995,30000000,"swedish,greek",-1,Near Business Hub,13-12-2010,81,Not Specific,66.3,1,1,1,1,1,2,Bar,Arabian,3,1,9,6,5,4,7,10,4,NA,4,NA,6,9,5,2,6
61996,20000000,"tibetan,greek",Bangalore,Near Party Hub,01-03-2011,85,Not Specific,91,1,1,1,1,0,2,Bar,Greek,3,0,4,4,3,4,6,10,2,3,NA,NA,6,7,7,5,6
61997,65500000,"british,japanese",gurgaon,Near Business Hub,27-08-2011,92.6,Tier A Celebrity,94.6,1,1,1,1,1,1,Bar,Arabian,4,0,8,7,6,6,5,8,6,NA,3,NA,5,6,6,5,6
61998,34500000,"welsh,thai",Navi Mumbai,Near Business Hub,01-02-2009,80.2,Tier A Celebrity,72,1,1,1,1,1,2,Bar,Greek,3,1,6,5,4,5,5,8,NA,3,NA,NA,9,9,7,2,7
61999,21500000,"japanese,thai",Chennai,Near Business Hub,20-09-2010,77.7,Not Specific,85,1,1,1,1,1,2,Bar,Arabian,3,1,5,5,5,4,7,10,4,NA,NA,NA,7,7,5,2,6
62000,35000000,"japanese,thai",Hyderabad,Near Party Hub,25-06-2008,80.2,Tier A Celebrity,77.6,1,1,1,1,1,1,Bar,Greek,3,1,5,5,5,5,5,9,4,4,NA,NA,4,6,6,4,6
62001,31500000,"tibetan,greek",Bangalore,Near Party Hub,17-06-2011,86.8,Tier A Celebrity,63.6,1,1,1,1,1,2,Bar,Arabian,4,0,5,5,4,7,10,9,6,NA,6,NA,7,8,2,6,7
62002,40000000,"algerian,algerian",Noida,Near Party Hub,29-03-2009,80.6,Not Specific,67,1,1,1,1,1,2,Bar,90's,2,0,1,4,4,5,8,10,4,NA,NA,NA,8,7,8,5,6
62003,32500000,"tibetan,greek",Pune,Near Party Hub,28-03-2008,69.6,Tier A Celebrity,68,1,1,1,1,1,1,Gastro Bar,Arabian,3,1,2,5,5,5,9,9,5,NA,NA,NA,4,8,5,4,3
62004,32500000,"tibetan,greek",-1,Near Business Hub,21-05-2009,86.5,Not Specific,93.1,1,1,0,1,0,2,Bar,Arabian,3,1,10,6,6,5,6,10,4,NA,NA,NA,7,6,4,6,5
62005,12000000,"swedish,greek",Kolkata,Near Party Hub,25-10-2008,74.8,Tier A Celebrity,79,0,1,0,1,1,2,Bar,Greek,3,1,7,7,5,3,6,NA,5,NA,NA,NA,6,7,5,4,4
62006,39500000,"british,belgian",Bangalore,Near Party Hub,29-10-2008,86.13,Not Specific,82.5,1,1,1,0,1,2,Bar,Arabian,2,0,9,6,5,5,9,9,5,NA,4,NA,0,3,1,6,4
62007,21500000,"chinese,salvadorian",Noida,Near Party Hub,11-06-2009,81.66,Not Specific,80,1,1,0,1,1,2,Bar,Greek,2,0,5,4,3,4,8,7,NA,3,NA,NA,9,5,5,4,4
62008,35000000,"swedish,greek",Hyderabad,Near Party Hub,19-07-2010,91.3,Not Specific,91.2,1,1,1,1,1,2,Bar,Greek,3,1,9,5,6,8,5,7,3,2,4,NA,6,8,3,2,7
62009,58000000,"algerian,belgian",Noida,Near Party Hub,13-09-2010,88.4,Tier A Celebrity,75.5,1,1,1,1,0,2,Bar,Greek,4,0,5,5,6,5,9,8,4,3,NA,NA,4,3,3,5,5
62010,65000000,"indian,irish",Noida,Near Party Hub,30-08-2003,75,Not Specific,82.5,1,1,1,0,1,1,Bar,Chinese,4,0,2,3,4,5,10,7,1,3,NA,NA,6,6,4,5,6
62011,33500000,"japanese,thai",Bangalore,Near Business Hub,09-06-2011,85,Not Specific,95,1,1,1,1,1,2,Bar,Greek,3,1,7,4,4,6,5,8,4,3,NA,NA,8,8,4,0,6
62012,15000000,"chinese,salvadorian",Greater Noida,Near Party Hub,16-08-2012,71.1,Tier A Celebrity,64.5,1,1,1,0,1,2,Bar,Nature,2,0,4,5,3,3,5,7,NA,NA,NA,3,6,5,4,4,4
62013,38000000,"tibetan,italian",Bangalore,Near Party Hub,06-09-2010,80.4,Tier A Celebrity,92.25,0,1,1,1,1,2,Bar,Carbone,2,1,6,7,6,5,7,NA,5,NA,4,NA,5,6,8,4,7
62014,35000000,"british,japanese",Mangalore,Near Party Hub,31-03-2010,73,Tier A Celebrity,74,1,1,1,0,1,2,Bar,Nature,4,1,3,6,3,4,10,8,NA,NA,NA,3,6,7,5,5,5
62015,6000000,"welsh,thai",Kolkata,Near Party Hub,23-03-2009,73,Not Specific,65,1,1,0,1,0,2,Bar,Arabian,4,1,2,3,5,5,6,9,5,NA,NA,NA,1,0,1,3,0
62016,10500000,"tibetan,greek",Bangalore,Near Party Hub,22-04-2011,85.72,Not Specific,91.58,1,1,1,1,0,2,Bar,Greek,3,0,9,4,4,4,5,7,NA,3,NA,NA,5,7,3,2,5
62017,14000000,"british,japanese",Udaipur,Near Party Hub,04-05-2010,77.2,Tier A Celebrity,71.2,1,1,1,1,1,2,Bar,Arabian,3,0,9,4,4,3,8,6,4,NA,2,NA,7,5,4,4,6
62018,33000000,"tibetan,italian",Bhubaneshwar,Near Party Hub,06-06-2010,89.76,Tier A Celebrity,82,1,1,1,1,1,1,Bar,Greek,3,0,10,5,5,6,10,9,5,NA,NA,NA,8,9,5,2,8
62019,30000000,"turkish,nigerian",New Delhi,Near Party Hub,04-07-2007,57,Not Specific,62,1,1,0,1,0,2,Caffee,Arabian,3,0,6,4,3,4,10,10,4,NA,NA,NA,3,4,4,3,5
62020,12000000,"turkish,nigerian",Noida,Near Party Hub,16-08-2011,67,Not Specific,61,1,1,1,1,1,2,Bar,Greek,2,0,6,5,4,4,8,8,3,3,NA,NA,4,6,5,6,8
62021,25000000,"tibetan,italian",Noida,Near Party Hub,06-09-2011,77,Tier A Celebrity,70,1,1,0,0,1,2,Bar,Greek,2,0,7,5,5,6,7,6,NA,2,NA,NA,6,6,1,3,2
62022,9500000,"japanese,thai",Gurgaon,Near Party Hub,29-05-2007,58,Not Specific,67,0,1,1,1,1,2,Caffee,Arabian,2,0,7,4,4,3,5,8,4,4,NA,NA,7,4,4,6,5
